ID,NOME,CATEGORIA,SEGMENTO,MARCA
SKU-0000324,Morotola Moto G5,Celulares,Doméstico,Motorola
SKU-0000325,Morotola Moto G5,Celulares,Doméstico,Motorola
SKU-0000326,Morotola Moto G5,Celulares,Doméstico,Motorola
SKU-0000327,Morotola Moto G5,Celulares,Doméstico,Motorola
SKU-0000328,Morotola Moto G5,Celulares,Doméstico,Motorola
SKU-0000329,Morotola Moto G5,Celulares,Doméstico,Motorola
SKU-0000330,Morotola Moto G5,Celulares,Doméstico,Motorola
SKU-0000331,Morotola Moto G5,Celulares,Doméstico,Motorola
SKU-0000332,Morotola Moto G5,Celulares,Doméstico,Motorola
SKU-0000333,Morotola Moto G5,Celulares,Doméstico,Motorola
SKU-0000334,Morotola Moto G5,Celulares,Doméstico,Motorola
SKU-0000335,Morotola Moto G5,Celulares,Doméstico,Motorola
SKU-0000418,Impressora Deskjet,Eletrônicos,Doméstico,HP
SKU-0000419,Impressora Deskjet,Eletrônicos,Doméstico,HP
SKU-0000420,Impressora Deskjet,Eletrônicos,Doméstico,HP
SKU-0000421,Impressora Deskjet,Eletrônicos,Doméstico,HP
SKU-0000422,Impressora Deskjet,Eletrônicos,Doméstico,HP
SKU-0000423,Impressora Deskjet,Eletrônicos,Doméstico,HP
SKU-0000424,Impressora Deskjet,Eletrônicos,Doméstico,HP
SKU-0000425,Impressora Deskjet,Eletrônicos,Doméstico,HP
SKU-0000426,Impressora Deskjet,Eletrônicos,Doméstico,HP
SKU-0000427,Impressora Deskjet,Eletrônicos,Doméstico,HP
SKU-0000428,Impressora Deskjet,Eletrônicos,Doméstico,HP
SKU-0000429,Impressora Deskjet,Eletrônicos,Doméstico,HP
SKU-0000444,Morotola Moto G5,Celulares,Doméstico,Motorola
SKU-0000446,Morotola Moto G5,Celulares,Doméstico,Motorola
SKU-0000452,Morotola Moto G5,Celulares,Doméstico,Motorola
SKU-0000455,Morotola Moto G5,Celulares,Doméstico,Motorola
ID-Produto,Produto,Categoria,Segmento,Fabricante
SKU-0000001,LG K10 TV Power,Celulares,Corporativo,LG
SKU-0000040,Notebook Dell 8 GB,Eletrônicos,Corporativo,Dell
SKU-0000041,Notebook Dell 8 GB,Eletrônicos,Corporativo,Dell
SKU-0000042,Notebook Dell 8 GB,Eletrônicos,Corporativo,Dell
SKU-0000043,Notebook Dell 8 GB,Eletrônicos,Corporativo,Dell
SKU-0000044,Notebook Dell 8 GB,Eletrônicos,Corporativo,Dell
SKU-0000045,Notebook Dell 8 GB,Eletrônicos,Corporativo,Dell
SKU-0000046,Notebook Dell 8 GB,Eletrônicos,Corporativo,Dell
SKU-0000047,Notebook Dell 8 GB,Eletrônicos,Corporativo,Dell
SKU-0000048,Notebook Dell 8 GB,Eletrônicos,Corporativo,Dell
SKU-0000049,Notebook Dell 8 GB,Eletrônicos,Corporativo,Dell
SKU-0000050,Desktop HP 16 GB,Eletrônicos,Corporativo,HP
SKU-0000051,Desktop HP 16 GB,Eletrônicos,Corporativo,HP
SKU-0000052,Desktop HP 16 GB,Eletrônicos,Corporativo,HP
SKU-0000053,Desktop HP 16 GB,Eletrônicos,Corporativo,HP
SKU-0000054,Desktop HP 16 GB,Eletrônicos,Corporativo,HP
SKU-0000055,Desktop HP 16 GB,Eletrônicos,Corporativo,HP
SKU-0000056,Desktop HP 16 GB,Eletrônicos,Corporativo,HP
SKU-0000057,Desktop HP 16 GB,Eletrônicos,Corporativo,HP
SKU-0000058,Desktop HP 16 GB,Eletrônicos,Corporativo,HP
SKU-0000059,Desktop HP 16 GB,Eletrônicos,Corporativo,HP
SKU-0000060,Desktop HP 16 GB,Eletrônicos,Corporativo,HP
SKU-0000061,Desktop HP 16 GB,Eletrônicos,Corporativo,HP
SKU-0000062,Desktop HP 16 GB,Eletrônicos,Corporativo,HP
SKU-0000063,Desktop HP 16 GB,Eletrônicos,Corporativo,HP
SKU-0000064,Micro-Ondas,Eletrodomésticos,Industrial,Consul
SKU-0000089,Ar Condicionado,Eletrodomésticos,Industrial,Samsung
SKU-0000091,Ar Condicionado,Eletrodomésticos,Industrial,Samsung
SKU-0000093,Ar Condicionado,Eletrodomésticos,Industrial,Samsung
SKU-0000095,Ar Condicionado,Eletrodomésticos,Industrial,Samsung
SKU-0000097,Ar Condicionado,Eletrodomésticos,Industrial,Samsung
SKU-0000140,Samsung Galaxy 8,Celulares,Corporativo,Samsung
SKU-0000148,Samsung Galaxy 8,Celulares,Corporativo,Samsung
SKU-0000151,Samsung Galaxy 8,Celulares,Corporativo,Samsung
SKU-0000155,Samsung Galaxy 8,Celulares,Corporativo,Samsung
SKU-0000157,Samsung Galaxy 8,Celulares,Corporativo,Samsung
SKU-0000158,Samsung Galaxy 8,Celulares,Corporativo,Samsung
SKU-0000159,Samsung Galaxy 8,Celulares,Corporativo,Samsung
SKU-0000160,Samsung Galaxy 8,Celulares,Corporativo,Samsung
SKU-0000170,Samsung Galaxy 8,Celulares,Corporativo,Samsung
SKU-0000171,Samsung Galaxy 8,Celulares,Corporativo,Samsung
SKU-0000172,Samsung Galaxy 8,Celulares,Corporativo,Samsung
SKU-0000173,Samsung Galaxy 8,Celulares,Corporativo,Samsung
SKU-0000174,Samsung Galaxy 8,Celulares,Corporativo,Samsung
SKU-0000175,Samsung Galaxy 8,Celulares,Corporativo,Samsung
SKU-0000176,Samsung Galaxy 8,Celulares,Corporativo,Samsung
SKU-0000177,Samsung Galaxy 8,Celulares,Corporativo,Samsung
SKU-0000243,Ar Condicionado,Eletrodomésticos,Industrial,Samsung
SKU-0000245,Ar Condicionado,Eletrodomésticos,Industrial,Samsung
SKU-0000247,Ar Condicionado,Eletrodomésticos,Industrial,Samsung
SKU-0000249,Ar Condicionado,Eletrodomésticos,Industrial,Samsung
SKU-0000251,Ar Condicionado,Eletrodomésticos,Industrial,Samsung
